month,date,ticker,type,ret_z,volz,why
1992-01,1992-01-20,BAC,,-2.078538339939576,0.27077954913490243,range_pct>95%
1992-01,1992-01-20,CSCO,crash,-2.70042077105112,0.3914324179393917,|ret_z|>2.5; ; range_pct>95%
1992-01,1992-01-21,MSFT,,-1.6371703863397664,1.9129328460552066,range_pct>95%
1992-01,1992-01-22,CSCO,spike,2.6022803729874164,1.6920393638217992,|ret_z|>2.5
1992-01,1992-01-22,JPM,volume_shock,-0.3528668652091146,3.028237266997289,volz>2.5
1992-01,1992-01-28,DIS,spike,3.6311551540726694,2.314296114643927,|ret_z|>2.5
1992-01,1992-01-29,KO,,-1.5483153262965492,0.1433070721166099,range_pct>95%
1992-01,1992-01-30,KO,spike,3.831074744228563,2.170151007569679,|ret_z|>2.5; ; range_pct>95%
1992-02,1992-02-03,MSFT,,1.712147053397283,0.661286315713242,range_pct>95%
1992-02,1992-02-04,INTC,,1.7701328227134057,-0.767598274437729,range_pct>95%
1992-02,1992-02-12,MSFT,,1.1336505437249549,0.8993007859902002,range_pct>95%
1992-02,1992-02-18,DIS,,1.1375086455736976,1.0084202945332137,range_pct>95%
1992-02,1992-02-18,WMT,crash,-2.536679797639119,1.4814771096463837,|ret_z|>2.5; ; range_pct>95%
1992-02,1992-02-20,PEP,,2.1707858841009164,1.9481885281243925,range_pct>95%
1992-02,1992-02-20,WMT,,1.2758380364760364,0.34994783477753144,range_pct>95%
1992-02,1992-02-21,BAC,volume_shock,0.34062255728265917,3.5360145982103965,volz>2.5
1992-02,1992-02-21,NKE,,-1.9943636791610884,2.26824550814034,range_pct>95%
1992-02,1992-02-26,WMT,spike,2.652044795327277,1.5085711986762607,|ret_z|>2.5; ; range_pct>95%
1992-03,1992-03-09,ORCL,crash,-3.3532080556882016,1.9286661351996737,|ret_z|>2.5; ; range_pct>95%
1992-03,1992-03-10,ORCL,volume_shock,-0.6184720090542501,3.3560480789086387,volz>2.5
1992-03,1992-03-19,ORCL,,-1.9020407696045378,1.4724018091573108,range_pct>95%
1992-03,1992-03-25,ORCL,crash + volume_shock,-3.625485900995144,2.691434469364017,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-03,1992-03-27,AAPL,,-2.3105077553521776,1.9954513096210789,range_pct>95%
1992-03,1992-03-27,AMD,crash,-2.534630069007564,1.397109482207671,|ret_z|>2.5; ; range_pct>95%
1992-03,1992-03-27,CSCO,crash,-3.026451151721221,1.2219468970565548,|ret_z|>2.5; ; range_pct>95%
1992-03,1992-03-27,INTC,volume_shock,-2.3709127669588157,3.0915196976422985,volz>2.5; range_pct>95%
1992-03,1992-03-27,ORCL,,-1.3911365255644805,0.7100560059636942,range_pct>95%
1992-03,1992-03-27,PEP,volume_shock,1.9883660111954455,2.5516280171563053,volz>2.5
1992-03,1992-03-30,AAPL,,-2.207752647440122,2.1199340987518362,range_pct>95%
1992-03,1992-03-30,INTC,,-1.428859543382755,1.7239962124390844,range_pct>95%
1992-03,1992-03-31,INTC,,1.3104695067397925,0.8955342414211391,range_pct>95%
1992-04,1992-04-07,AAPL,crash,-2.6339632185230273,1.2027362254659928,|ret_z|>2.5; ; range_pct>95%
1992-04,1992-04-07,AMD,,-1.9137530765383597,2.325266154642531,range_pct>95%
1992-04,1992-04-07,CSCO,crash,-2.724179300007737,1.5317927071382285,|ret_z|>2.5; ; range_pct>95%
1992-04,1992-04-07,IBM,,-0.6182365401771183,1.0331526441386278,range_pct>95%
1992-04,1992-04-07,MSFT,,-1.9414745704586949,0.706147169798416,range_pct>95%
1992-04,1992-04-08,CSCO,,-0.03585343949327742,2.397753857349372,range_pct>95%
1992-04,1992-04-08,DIS,,-1.9611789555408246,2.365534324680617,range_pct>95%
1992-04,1992-04-08,IBM,spike,2.541988940969546,2.4090901669419305,|ret_z|>2.5
1992-04,1992-04-08,JPM,volume_shock,-1.5697140572717296,2.835770064203902,volz>2.5
1992-04,1992-04-08,ORCL,,-1.2229857307357224,0.11867625880730572,range_pct>95%
1992-04,1992-04-09,CSCO,,1.4765938181932545,1.6085144284937098,range_pct>95%
1992-04,1992-04-09,INTC,,-0.22071327817923644,0.6666573359632396,range_pct>95%
1992-04,1992-04-09,ORCL,spike,2.547763283813714,0.05066115548393823,|ret_z|>2.5; ; range_pct>95%
1992-04,1992-04-10,CSCO,,-2.118759622554484,1.144890525911647,range_pct>95%
1992-04,1992-04-10,INTC,crash,-3.5082709377976427,1.6905705457888616,|ret_z|>2.5; ; range_pct>95%
1992-04,1992-04-10,MSFT,,-1.452783632084449,1.7464868430166554,range_pct>95%
1992-04,1992-04-14,JPM,spike,2.9257950324557624,1.1789394816321763,|ret_z|>2.5; ; range_pct>95%
1992-04,1992-04-15,MSFT,spike + volume_shock,4.011539279656099,2.5818961086748105,|ret_z|>2.5; volz>2.5
1992-04,1992-04-20,MSFT,crash,-2.7889887100755337,2.248597372400455,|ret_z|>2.5; ; range_pct>95%
1992-04,1992-04-22,JPM,,1.2858533001187906,2.118987012665295,range_pct>95%
1992-04,1992-04-23,AMD,,-1.8008810611865171,0.9889934432331282,range_pct>95%
1992-04,1992-04-24,JPM,,-0.9978457581960062,0.2329971144370747,range_pct>95%
1992-04,1992-04-27,NKE,volume_shock,-1.9192525711614468,3.050925399967835,volz>2.5
1992-04,1992-04-28,MSFT,,-1.383170864232753,1.7029885300507144,range_pct>95%
1992-04,1992-04-28,NKE,,-0.8663914626550687,1.9404141408732483,range_pct>95%
1992-04,1992-04-29,ORCL,,1.172571879343934,1.7059752386744556,range_pct>95%
1992-04,1992-04-30,AAPL,,2.355312827551219,1.1313699782665265,range_pct>95%
1992-04,1992-04-30,IBM,spike,2.7830026194607904,-0.11908061708085857,|ret_z|>2.5; ; range_pct>95%
1992-05,1992-05-14,AMD,crash + volume_shock,-2.9302044529705156,2.7934099601475215,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-05,1992-05-14,CSCO,volume_shock,1.9297826469918298,3.264907883362624,volz>2.5
1992-05,1992-05-14,INTC,volume_shock,-1.3903631442487778,2.82878933998307,volz>2.5
1992-05,1992-05-14,NKE,crash,-3.102152934064624,1.27143419679662,|ret_z|>2.5; ; range_pct>95%
1992-05,1992-05-15,NKE,,-1.8096313284642063,1.6819961084199266,range_pct>95%
1992-05,1992-05-18,DIS,spike,2.584161681355859,1.2490899550694454,|ret_z|>2.5; ; range_pct>95%
1992-05,1992-05-19,DIS,,2.0847285964889823,2.3296269496083397,range_pct>95%
1992-05,1992-05-20,AMD,,-1.7845463259684957,1.644770425297181,range_pct>95%
1992-05,1992-05-20,DIS,crash,-2.655378524571849,1.9563891990251916,|ret_z|>2.5; ; range_pct>95%
1992-05,1992-05-26,BAC,,-1.4442159812463848,0.08247746795713684,range_pct>95%
1992-05,1992-05-26,KO,,-1.7428118130728332,0.2964125587773669,range_pct>95%
1992-05,1992-05-26,PEP,crash,-2.6976089185919556,-0.6448512097393732,|ret_z|>2.5
1992-05,1992-05-28,DIS,,1.6065030408972556,-0.89657432969922,range_pct>95%
1992-05,1992-05-28,WMT,,2.242558916280113,-0.45142188318376575,range_pct>95%
1992-05,1992-05-29,CSCO,spike,2.619075693431406,1.6723266424167555,|ret_z|>2.5
1992-06,1992-06-01,AAPL,,-1.5890568844120514,1.6845946872976814,range_pct>95%
1992-06,1992-06-01,KO,,1.2828675862929566,-0.1340269225783244,range_pct>95%
1992-06,1992-06-04,DIS,crash,-2.965117108973554,0.489529075661388,|ret_z|>2.5; ; range_pct>95%
1992-06,1992-06-04,KO,,-2.331838818789998,1.3147259271185834,range_pct>95%
1992-06,1992-06-05,BAC,volume_shock,-1.574412499246706,2.698749926643283,volz>2.5
1992-06,1992-06-05,IBM,,1.4039890983395131,1.1090602420541653,range_pct>95%
1992-06,1992-06-05,WMT,,-1.2897011701564038,0.7796452332398056,range_pct>95%
1992-06,1992-06-11,MSFT,,-1.5383861191876658,2.4038774094174316,range_pct>95%
1992-06,1992-06-12,IBM,volume_shock,0.9633903219017889,2.695262611906007,volz>2.5
1992-06,1992-06-12,KO,,-0.962809027596297,0.42798685123080193,range_pct>95%
1992-06,1992-06-16,AAPL,,-2.4837777329470323,2.131244827221902,range_pct>95%
1992-06,1992-06-16,KO,,-2.216932673159936,1.7452747876039798,range_pct>95%
1992-06,1992-06-17,KO,volume_shock,-2.3856368880465846,2.802089527317145,volz>2.5; range_pct>95%
1992-06,1992-06-18,AAPL,,-1.6856518408419414,1.9373610554542777,range_pct>95%
1992-06,1992-06-18,AMD,crash + volume_shock,-6.172994781696596,3.421741946853308,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-06,1992-06-18,IBM,,1.762905879165085,2.2535424126326156,range_pct>95%
1992-06,1992-06-18,INTC,spike + volume_shock,2.6040376735056037,3.327171843290246,|ret_z|>2.5; volz>2.5
1992-06,1992-06-23,AMD,,-0.9093213423103901,1.2307731239343802,range_pct>95%
1992-06,1992-06-23,DIS,,-1.8266689218579046,1.0143767032350304,range_pct>95%
1992-06,1992-06-25,MSFT,,-1.116459223094485,2.1729301670477827,range_pct>95%
1992-06,1992-06-26,NKE,,2.095437774066361,0.6828621887517572,range_pct>95%
1992-06,1992-06-29,BAC,spike,2.705035643873501,0.6559303162437257,|ret_z|>2.5; ; range_pct>95%
1992-06,1992-06-29,MSFT,spike,2.9689244308809366,0.7344875139704701,|ret_z|>2.5
1992-07,1992-07-01,KO,,2.0752480693054225,0.5992475378272076,range_pct>95%
1992-07,1992-07-01,ORCL,spike + volume_shock,3.539574525683615,2.7437460961047164,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-07,1992-07-02,AAPL,,-2.0507901423142134,0.5821115407156627,range_pct>95%
1992-07,1992-07-02,AMD,,-1.909149617140708,1.3437679117911514,range_pct>95%
1992-07,1992-07-06,DIS,,-1.703242688568326,0.49267207447813716,range_pct>95%
1992-07,1992-07-06,NKE,,1.6157478378847014,0.5834234026097913,range_pct>95%
1992-07,1992-07-07,NKE,,-2.0008573972616084,1.1138903258803612,range_pct>95%
1992-07,1992-07-07,WMT,,-2.104097058636294,0.7368095668828851,range_pct>95%
1992-07,1992-07-08,NKE,spike + volume_shock,3.9957330704091483,2.9839727937902687,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-07,1992-07-13,BAC,,-2.253068914464207,-1.3228942476312757,range_pct>95%
1992-07,1992-07-13,JPM,,-1.6800626371173397,0.3952501934568373,range_pct>95%
1992-07,1992-07-14,DIS,spike,2.9361866163421824,1.1415333256145255,|ret_z|>2.5; ; range_pct>95%
1992-07,1992-07-15,BAC,,-2.2497246130889197,0.026074360453675005,range_pct>95%
1992-07,1992-07-15,KO,,-1.6266322165001383,0.9932453260983721,range_pct>95%
1992-07,1992-07-17,AAPL,crash,-2.835042133193424,1.6889296369137645,|ret_z|>2.5
1992-07,1992-07-17,IBM,crash + volume_shock,-4.386341947134611,2.818270625037548,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-07,1992-07-20,BAC,,1.871744496000906,-0.5084623609866651,range_pct>95%
1992-07,1992-07-21,JPM,volume_shock,-1.374642700600177,2.5477452584442752,volz>2.5; range_pct>95%
1992-07,1992-07-27,BAC,,-1.8602915514413656,-0.49506699527423415,range_pct>95%
1992-07,1992-07-28,BAC,spike,2.9809340087551104,0.4588859021044571,|ret_z|>2.5; ; range_pct>95%
1992-07,1992-07-28,PEP,,2.493266535472725,1.4588318472237078,range_pct>95%
1992-08,1992-08-06,IBM,crash,-2.74183899340594,1.467995969848919,|ret_z|>2.5; ; range_pct>95%
1992-08,1992-08-07,IBM,,-0.8935208135857922,1.0214255035766242,range_pct>95%
1992-08,1992-08-10,BAC,volume_shock,-0.6308881324636375,3.192348148042091,volz>2.5
1992-08,1992-08-13,CSCO,volume_shock,-0.6604519526038599,2.5039366127719953,volz>2.5
1992-08,1992-08-14,CSCO,volume_shock,-0.6475724554236666,2.7510883915291062,volz>2.5; range_pct>95%
1992-08,1992-08-19,IBM,,-1.1343558260546585,0.12233275998894334,range_pct>95%
1992-08,1992-08-19,JPM,,-2.1422277348105006,1.6404948277731026,range_pct>95%
1992-08,1992-08-21,DIS,,-1.031523402800971,2.2663168693328974,range_pct>95%
1992-08,1992-08-24,BAC,,-2.4655474007726172,0.1245287023860468,range_pct>95%
1992-08,1992-08-25,ORCL,,0.842870038828803,0.7345170470069083,range_pct>95%
1992-09,1992-09-08,JPM,,-2.4755693825051535,0.8326573600600206,range_pct>95%
1992-09,1992-09-10,DIS,spike,2.653348337864653,1.5344726522713912,|ret_z|>2.5; ; range_pct>95%
1992-09,1992-09-16,IBM,volume_shock,-1.8667396728600245,3.194263656612317,volz>2.5; range_pct>95%
1992-09,1992-09-21,NKE,volume_shock,0.2278940457799911,2.756844581063528,volz>2.5; range_pct>95%
1992-09,1992-09-22,KO,crash + volume_shock,-4.2980744345822615,2.766408778918388,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-09,1992-09-22,ORCL,,0.6234999065659055,0.8832286849602441,range_pct>95%
1992-09,1992-09-22,PEP,crash,-3.145193918841272,1.4780202766689645,|ret_z|>2.5; ; range_pct>95%
1992-09,1992-09-23,KO,crash + volume_shock,-2.5752865498223962,2.6737799534460946,|ret_z|>2.5; volz>2.5
1992-09,1992-09-23,NKE,,1.439808894825069,1.8593222688821307,range_pct>95%
1992-09,1992-09-23,ORCL,,-0.5272643604344802,1.8414399713883691,range_pct>95%
1992-09,1992-09-23,PEP,volume_shock,0.16433686709108833,2.587966582656845,volz>2.5; range_pct>95%
1992-09,1992-09-25,CSCO,,-1.9941018203305287,0.7808971960304771,range_pct>95%
1992-09,1992-09-25,MSFT,,-1.1376520985927772,-0.1379814107442632,range_pct>95%
1992-09,1992-09-28,KO,,0.189519604744567,0.2884114906657663,range_pct>95%
1992-10,1992-10-02,IBM,,-1.228999910256202,1.5075374065586917,range_pct>95%
1992-10,1992-10-05,AAPL,,-0.2681230677312071,1.7340286212339178,range_pct>95%
1992-10,1992-10-05,AMD,,1.331177381481109,1.5558054540066957,range_pct>95%
1992-10,1992-10-05,CSCO,,-0.21093452019323455,1.8729467634570698,range_pct>95%
1992-10,1992-10-05,DIS,,-0.014958423068678438,1.7053695273932672,range_pct>95%
1992-10,1992-10-05,IBM,,0.5793603886350981,1.6084240117852973,range_pct>95%
1992-10,1992-10-05,INTC,,0.8454857891061133,1.0162886417254224,range_pct>95%
1992-10,1992-10-05,KO,,0.3135557978759263,1.5791903260461948,range_pct>95%
1992-10,1992-10-05,MSFT,,2.2471074309820587,1.3857821376727795,range_pct>95%
1992-10,1992-10-05,NKE,,-0.40038749147341995,0.8424750036111991,range_pct>95%
1992-10,1992-10-05,PEP,,-0.8231897005393025,1.2170904600175827,range_pct>95%
1992-10,1992-10-05,WMT,,-1.7254048710390335,2.396699094437644,range_pct>95%
1992-10,1992-10-06,AAPL,,1.3745383545424172,-0.6735434895073251,range_pct>95%
1992-10,1992-10-06,AMD,spike + volume_shock,2.883706587244893,2.698959173314186,|ret_z|>2.5; volz>2.5
1992-10,1992-10-06,WMT,,1.2117687173591036,-0.13218922101435537,range_pct>95%
1992-10,1992-10-07,IBM,,-1.0071712872547594,-0.7387740943404423,range_pct>95%
1992-10,1992-10-07,KO,,-2.2200622366644844,1.089445333088039,range_pct>95%
1992-10,1992-10-09,AMD,,-1.49219890074242,1.7244239077945813,range_pct>95%
1992-10,1992-10-12,INTC,,-0.61933669891888,1.905374461342386,range_pct>95%
1992-10,1992-10-14,IBM,,-0.41226116885262276,0.15985345085286726,range_pct>95%
1992-10,1992-10-15,IBM,crash + volume_shock,-4.241990734900123,2.9147464407167596,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-10,1992-10-16,AAPL,spike + volume_shock,3.545027988779974,3.01618116247502,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-10,1992-10-16,IBM,,-1.6994031878348084,2.270402462298493,range_pct>95%
1992-10,1992-10-19,BAC,,1.4600669996210995,2.3472462281152504,range_pct>95%
1992-10,1992-10-19,JPM,spike,3.344898265881484,1.2238692054856282,|ret_z|>2.5; ; range_pct>95%
1992-10,1992-10-19,ORCL,,2.46710658739091,1.4641383934838175,range_pct>95%
1992-10,1992-10-19,WMT,,1.8950580033703046,2.302978768855779,range_pct>95%
1992-10,1992-10-20,WMT,,0.9260330398163565,1.5122383405756208,range_pct>95%
1992-10,1992-10-23,DIS,spike + volume_shock,2.964478534460196,2.7851192317048272,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-10,1992-10-26,AAPL,spike,2.567813082553707,1.2559814895179675,|ret_z|>2.5; ; range_pct>95%
1992-10,1992-10-27,IBM,,-1.3392004982562808,1.0325783204623817,range_pct>95%
1992-10,1992-10-29,IBM,,-0.7211311244388918,0.03485380105452296,range_pct>95%
1992-11,1992-11-05,MSFT,,2.1436319507550268,1.720630688225286,range_pct>95%
1992-11,1992-11-06,PEP,,0.9761109263635614,-1.074713108232614,range_pct>95%
1992-11,1992-11-10,CSCO,,2.3321437058810646,2.47913312472397,range_pct>95%
1992-11,1992-11-10,IBM,,-1.205401707466496,-0.5708873810003676,range_pct>95%
1992-11,1992-11-12,ORCL,,-1.506514368243695,-0.005977985637591409,range_pct>95%
1992-11,1992-11-12,WMT,,-0.7233427108537486,1.4834855647710494,range_pct>95%
1992-11,1992-11-16,ORCL,,-2.1669797952603065,1.298755927845759,range_pct>95%
1992-11,1992-11-17,MSFT,,-2.098773465322418,0.6959550051289867,range_pct>95%
1992-11,1992-11-18,BAC,,1.458196950766437,2.3011599221713426,range_pct>95%
1992-11,1992-11-18,PEP,,1.5885859770816526,2.2651672258142836,range_pct>95%
1992-11,1992-11-19,AMD,spike,2.662589171471738,1.8999532369976242,|ret_z|>2.5; ; range_pct>95%
1992-11,1992-11-19,DIS,,0.805183243152976,0.42111573912030736,range_pct>95%
1992-11,1992-11-19,IBM,,-1.4667100369515838,1.329653887411256,range_pct>95%
1992-11,1992-11-20,KO,volume_shock,0.23719587148156066,3.0793606275068264,volz>2.5
1992-11,1992-11-23,MSFT,crash + volume_shock,-3.890718562568255,3.3732655559533438,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-12,1992-12-01,BAC,volume_shock,0.20343105442719375,3.281364799974824,volz>2.5
1992-12,1992-12-01,DIS,crash + volume_shock,-2.835035900159006,3.319928436278814,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-12,1992-12-02,BAC,volume_shock,-0.3800313260358534,2.518197390320536,volz>2.5
1992-12,1992-12-03,AMD,crash + volume_shock,-3.1835940091991413,2.817923522683727,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-12,1992-12-03,BAC,volume_shock,-0.1912793993547784,2.8622502034363273,volz>2.5
1992-12,1992-12-03,INTC,spike,2.8201839464626386,2.4881091229703487,|ret_z|>2.5
1992-12,1992-12-09,IBM,,-2.018877920895678,1.4327114552489781,range_pct>95%
1992-12,1992-12-15,IBM,crash + volume_shock,-4.595932024007821,3.2555736184252027,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-12,1992-12-15,KO,,1.9278080436874006,1.2743180375937027,range_pct>95%
1992-12,1992-12-16,IBM,crash + volume_shock,-2.890775329220848,2.624513824425215,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-12,1992-12-16,INTC,spike,3.7637431069973015,2.133541569083797,|ret_z|>2.5; ; range_pct>95%
1992-12,1992-12-16,ORCL,,1.4263857363167902,1.8374329671792113,range_pct>95%
1992-12,1992-12-17,INTC,,1.5416635990743863,1.9071154169667783,range_pct>95%
1992-12,1992-12-18,IBM,,-0.9618173944590116,1.3672814100432338,range_pct>95%
1992-12,1992-12-18,KO,spike + volume_shock,3.1657948938025604,2.8901252699030486,|ret_z|>2.5; volz>2.5
1992-12,1992-12-18,WMT,volume_shock,0.6164966321866211,2.8334288972209865,volz>2.5
1992-12,1992-12-21,IBM,,-1.6503578380038748,1.212145833964143,range_pct>95%
1992-12,1992-12-21,INTC,,2.227466228330674,0.28337014947015826,range_pct>95%
1992-12,1992-12-21,WMT,crash,-2.768561725851966,1.1317618123081155,|ret_z|>2.5
1992-12,1992-12-22,IBM,spike,2.547512337271773,0.9025650375076536,|ret_z|>2.5
1992-12,1992-12-22,MSFT,,-1.6343518015116505,0.1263457465987527,range_pct>95%
1992-12,1992-12-22,ORCL,,-1.2575583082353163,1.6471142358977706,range_pct>95%
1992-12,1992-12-23,BAC,crash,-2.659592370794163,-0.32832402867479743,|ret_z|>2.5
1992-12,1992-12-23,ORCL,spike + volume_shock,6.631217856062755,2.6988494097255553,|ret_z|>2.5; volz>2.5; range_pct>95%
1992-12,1992-12-23,WMT,,1.9365951690035692,1.4587312534642887,range_pct>95%
1992-12,1992-12-28,CSCO,spike,2.892495162631109,0.19433455519212964,|ret_z|>2.5; ; range_pct>95%
1992-12,1992-12-29,PEP,,-1.3942323881228071,0.4297447283849987,range_pct>95%
1993-01,1993-01-05,AMD,,2.0483408343852143,0.5208953009339898,range_pct>95%
1993-01,1993-01-05,INTC,,2.188557472262531,0.8148118806056748,range_pct>95%
1993-01,1993-01-06,INTC,spike,3.3389771813235134,1.988295726762502,|ret_z|>2.5; ; range_pct>95%
1993-01,1993-01-06,WMT,crash,-2.5344735367958147,1.524317804246457,|ret_z|>2.5; ; range_pct>95%
1993-01,1993-01-07,DIS,,-1.4593439051003583,-0.24531126153342903,range_pct>95%
1993-01,1993-01-07,INTC,,0.14160941465168878,1.7256973943877276,range_pct>95%
1993-01,1993-01-07,KO,,-1.3466750018223357,0.49444171869397713,range_pct>95%
1993-01,1993-01-07,PEP,,-2.4600820817675766,1.7054440121342567,range_pct>95%
1993-01,1993-01-07,WMT,,-1.4158596626320004,2.0654856128632937,range_pct>95%
1993-01,1993-01-08,AAPL,,0.7084793860432114,1.4004743963467343,range_pct>95%
1993-01,1993-01-08,AMD,,-1.3903283222776865,1.8148253076130068,range_pct>95%
1993-01,1993-01-08,NKE,,-1.7848007948470912,1.6283094286814095,range_pct>95%
1993-01,1993-01-13,BAC,,2.2814214152603407,0.5783234547854453,range_pct>95%
1993-01,1993-01-13,CSCO,,1.0084135165214945,1.4469144118802768,range_pct>95%
1993-01,1993-01-13,INTC,spike,2.8490071160900325,1.7116875988026938,|ret_z|>2.5; ; range_pct>95%
1993-01,1993-01-13,MSFT,,0.8218073446243375,1.2894314503831603,range_pct>95%
1993-01,1993-01-14,KO,spike,2.8869058874413853,1.3373139509750587,|ret_z|>2.5
1993-01,1993-01-14,NKE,spike,3.5364492359744775,1.597431912185175,|ret_z|>2.5; ; range_pct>95%
1993-01,1993-01-15,AAPL,crash,-3.2713840704012607,2.299386261832584,|ret_z|>2.5
1993-01,1993-01-15,MSFT,volume_shock,-0.943082140558324,2.6009501766908985,volz>2.5; range_pct>95%
1993-01,1993-01-15,NKE,,-1.0775691668775975,0.4635533107393984,range_pct>95%
1993-01,1993-01-18,JPM,,0.9574652728941494,0.2127589207874194,range_pct>95%
1993-01,1993-01-19,BAC,,0.9989886367332829,1.4287960378525633,range_pct>95%
1993-01,1993-01-19,IBM,,-0.6680029178911739,0.6411732195630511,range_pct>95%
1993-01,1993-01-19,JPM,,0.45346297323339135,2.4216938466889384,range_pct>95%
1993-01,1993-01-20,JPM,crash,-2.5499098567595375,1.8355175080440258,|ret_z|>2.5; ; range_pct>95%
1993-01,1993-01-21,CSCO,,1.6660661245949677,1.0527474640359347,range_pct>95%
1993-01,1993-01-21,JPM,,-1.382677360155435,1.0529561583103615,range_pct>95%
1993-01,1993-01-21,ORCL,,1.3336024084071574,0.6793205431910482,range_pct>95%
1993-01,1993-01-22,WMT,spike,4.4550009408251094,1.7787368127580734,|ret_z|>2.5; ; range_pct>95%
1993-01,1993-01-25,DIS,,-1.4719839250571787,-0.3419729458313631,range_pct>95%
1993-01,1993-01-25,WMT,spike,2.510421187597582,1.825060947664605,|ret_z|>2.5
1993-01,1993-01-26,DIS,spike + volume_shock,3.6406349409277636,2.5724871526086632,|ret_z|>2.5; volz>2.5; range_pct>95%
1993-01,1993-01-26,IBM,volume_shock,0.26640788515464275,2.958913244701533,volz>2.5; range_pct>95%
1993-01,1993-01-27,AAPL,,-0.521467834883558,0.03087055654308054,range_pct>95%
1993-01,1993-01-27,DIS,,-0.951693065989426,0.29387619877675375,range_pct>95%
1993-01,1993-01-27,JPM,spike,2.6006838509750803,1.3703719479699865,|ret_z|>2.5
1993-01,1993-01-27,NKE,,-1.5930768321991926,-0.4890976735683668,range_pct>95%
1993-01,1993-01-28,JPM,,-2.3510062874848034,0.5189776568805394,range_pct>95%
1993-02,1993-02-05,AAPL,,-1.8441493322727578,0.8921029079199206,range_pct>95%
1993-02,1993-02-05,CSCO,,-1.6093150464833519,2.1612743611700105,range_pct>95%
1993-02,1993-02-05,MSFT,spike,2.5211447218232386,2.0889294148475344,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-05,NKE,,-2.252361731556218,1.1979800604883175,range_pct>95%
1993-02,1993-02-05,PEP,,-2.0893300073843952,1.5043311988572288,range_pct>95%
1993-02,1993-02-08,NKE,crash,-2.5288120279292876,1.2148874298288288,|ret_z|>2.5
1993-02,1993-02-09,CSCO,,-1.3917492912928637,1.115816150079163,range_pct>95%
1993-02,1993-02-16,AMD,,-2.3907165140195703,1.3726996043915416,range_pct>95%
1993-02,1993-02-16,BAC,crash,-3.116484732168864,0.31352334744109733,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-16,CSCO,crash,-2.564351630817576,1.9768038695080843,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-16,DIS,crash,-2.6711091155476585,1.176245726001728,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-16,INTC,,-1.9416410915775348,1.742960779145515,range_pct>95%
1993-02,1993-02-16,JPM,,-2.363521545375182,0.7121834501808203,range_pct>95%
1993-02,1993-02-16,NKE,crash + volume_shock,-5.3949141952974875,2.7675644472395957,|ret_z|>2.5; volz>2.5
1993-02,1993-02-16,ORCL,,-0.8454780022734251,1.0431104868733352,range_pct>95%
1993-02,1993-02-16,PEP,volume_shock,0.02554992429957512,2.510486790903211,volz>2.5; range_pct>95%
1993-02,1993-02-17,BAC,,-1.6975048259999581,0.5982395599551019,range_pct>95%
1993-02,1993-02-17,CSCO,,0.010333547339885368,2.202088555491247,range_pct>95%
1993-02,1993-02-17,NKE,,-0.2993760827838822,1.757281489922425,range_pct>95%
1993-02,1993-02-18,BAC,,0.1257370298501673,1.2402464983743309,range_pct>95%
1993-02,1993-02-18,CSCO,,1.8776542993660355,1.338275438263303,range_pct>95%
1993-02,1993-02-18,JPM,,-0.7550489764389078,0.1442091696263797,range_pct>95%
1993-02,1993-02-18,PEP,,-0.7022919067288017,0.8421905076476934,range_pct>95%
1993-02,1993-02-19,BAC,spike,4.000462908049441,0.8395362524679373,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-22,MSFT,,-1.7027293885544614,0.2425258719508633,range_pct>95%
1993-02,1993-02-22,NKE,crash,-2.972786877947333,0.7428983009133625,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-23,DIS,crash,-2.8487276677236655,0.747023632569863,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-23,NKE,,2.3229134958350857,1.7088138380313673,range_pct>95%
1993-02,1993-02-23,WMT,,-1.086046011394238,1.601896775189287,range_pct>95%
1993-02,1993-02-24,CSCO,,2.2201709306235626,0.10741869105838109,range_pct>95%
1993-02,1993-02-24,MSFT,spike,2.736062694936611,0.15910952249757893,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-24,WMT,spike,3.148543005406807,1.0011861222288851,|ret_z|>2.5; ; range_pct>95%
1993-02,1993-02-25,AMD,,0.059830658932926245,-0.6351179959866559,range_pct>95%
